reference	query	s_gene	s_seq	s_start	s_end	s_strand	s_gene_bp	n_hsps	sum_aln_len	sum_nident	identity_pct	distance	in_selected_pairs
AG-325-L05	AG-898-C07	AG-325-L05_00456	AG-325-L05_NODE_3	48852	50210	+	1359	1	1354	1075.99672	79.468	0.20532	1
AG-325-L05	AG-898-C07	AG-325-L05_00464	AG-325-L05_NODE_3	55953	57311	+	1359	1	1367	1138.00016	83.248	0.16752	1
AG-325-L05	AG-898-C07	AG-325-L05_00466	AG-325-L05_NODE_3	57749	58435	+	687	1	694	549.00258	79.107	0.20893	1
AG-325-L05	AG-898-C07	AG-325-L05_00469	AG-325-L05_NODE_3	60443	61048	+	606	1	607	508.99985	83.855	0.16145	1
AG-325-L05	AG-898-C07	AG-325-L05_00471	AG-325-L05_NODE_3	62174	63937	+	1764	1	1770	1422.9915	80.395	0.19605	1
AG-325-L05	AG-898-C07	AG-325-L05_00474	AG-325-L05_NODE_4	55	1248	+	1194	1	1189	949.99911	79.899	0.20101	1
AG-325-L05	AG-898-C07	AG-325-L05_00479	AG-325-L05_NODE_4	2138	3532	+	1395	1	1407	1133.00082	80.526	0.19474	1
AG-325-L05	AG-898-C07	AG-325-L05_00495	AG-325-L05_NODE_4	16147	17583	+	1437	1	1446	1192.99338	82.503	0.17497	1
AG-325-L05	AG-898-C07	AG-325-L05_00498	AG-325-L05_NODE_4	19148	20077	-	930	1	931	750.00429	80.559	0.19441	1
AG-325-L05	AG-898-C07	AG-325-L05_00516	AG-325-L05_NODE_4	35001	35831	+	831	1	814	649.0022	79.73	0.2027	1
AG-325-L05	AG-898-C07	AG-325-L05_00520	AG-325-L05_NODE_4	38541	40706	-	2166	1	2155	1659.9965	77.03	0.2297	1
AG-325-L05	AG-898-C07	AG-325-L05_00531	AG-325-L05_NODE_4	51722	53014	-	1293	1	1231	949.00252	77.092	0.22908	1
AG-325-L05	AG-898-C07	AG-325-L05_00548	AG-325-L05_NODE_5	2132	3595	-	1464	1	1454	1166.99494	80.261	0.19739	1
AG-325-L05	AG-898-C07	AG-325-L05_00549	AG-325-L05_NODE_5	3755	5695	+	1941	1	1941	1648.00605	84.905	0.15095	1
AG-325-L05	AG-898-C07	AG-325-L05_00563	AG-325-L05_NODE_5	16699	17739	+	1041	1	1042	941.99926	90.403	0.09597	1
AG-325-L05	AG-898-C07	AG-325-L05_00564	AG-325-L05_NODE_5	17815	18966	+	1152	1	1136	900.99568	79.313	0.20687	1
AG-325-L05	AG-898-C07	AG-325-L05_00565	AG-325-L05_NODE_5	18966	20408	+	1443	1	1451	1183.0003	81.53	0.1847	1
AG-325-L05	AG-898-C07	AG-325-L05_00567	AG-325-L05_NODE_5	21309	21680	+	372	1	364	308.9996	84.89	0.1511	1
AG-325-L05	AG-898-C07	AG-325-L05_00570	AG-325-L05_NODE_5	22003	24630	+	2628	1	2629	2083.00928	79.232	0.20768	1
AG-325-L05	AG-898-C07	AG-325-L05_00571	AG-325-L05_NODE_5	24630	26348	+	1719	1	1713	1463.00478	85.406	0.14594	1
AG-325-L05	AG-898-C07	AG-325-L05_00580	AG-325-L05_NODE_5	33585	34388	-	804	1	808	645.00216	79.827	0.20173	1
AG-325-L05	AG-898-C07	AG-325-L05_00589	AG-325-L05_NODE_5	41443	42183	+	741	1	749	588.00245	78.505	0.21495	1
AG-325-L05	AG-898-C07	AG-325-L05_00593	AG-325-L05_NODE_5	43354	44124	+	771	1	757	609.99817	80.581	0.19419	1
AG-325-L05	AG-898-C07	AG-325-L05_00594	AG-325-L05_NODE_5	44117	45376	+	1260	1	1242	978.99408	78.824	0.21176	1
AG-325-L05	AG-898-C07	AG-325-L05_00596	AG-325-L05_NODE_5	45735	47288	+	1554	1	1536	1182.99648	77.018	0.22982	1
AG-325-L05	AG-898-C07	AG-325-L05_00598	AG-325-L05_NODE_5	48173	48775	-	603	1	518	401.99908	77.606	0.22394	1
AG-325-L05	AG-898-C07	AG-325-L05_00601	AG-325-L05_NODE_5	50031	52889	-	2859	1	2824	2297.01336	81.339	0.18661	1
AG-325-L05	AG-898-C07	AG-325-L05_00608	AG-325-L05_NODE_5	58345	59172	-	828	1	815	653.00245	80.123	0.19877	1
AG-325-L05	AG-898-C07	AG-325-L05_00611	AG-325-L05_NODE_5	61973	62239	+	267	1	181	143.99998	79.558	0.20442	1
AG-325-L05	AG-898-C07	AG-325-L05_00652	AG-325-L05_NODE_6	37468	40155	+	2688	1	2379	1737.00306	73.014	0.26986	1
AG-325-L05	AG-898-C07	AG-325-L05_00653	AG-325-L05_NODE_6	40156	40863	+	708	1	704	526.00064	74.716	0.25284	1
AG-325-L05	AG-898-C07	AG-325-L05_00674	AG-325-L05_NODE_7	67	1326	+	1260	1	1238	1022.99654	82.633	0.17367	1
AG-325-L05	AG-898-C07	AG-325-L05_00684	AG-325-L05_NODE_7	8468	9562	+	1095	1	547	416.99998	76.234	0.23766	1
AG-325-L05	AG-898-C07	AG-325-L05_00699	AG-325-L05_NODE_7	17689	18705	+	1017	1	1022	810.99788	79.354	0.20646	1
AG-325-L05	AG-898-C07	AG-325-L05_00735	AG-325-L05_NODE_8	2474	3766	+	1293	1	1297	1051.9967	81.11	0.1889	1
AG-325-L05	AG-898-C07	AG-325-L05_00739	AG-325-L05_NODE_8	5477	7669	+	2193	1	2159	1740.00287	80.593	0.19407	1
AG-325-L05	AG-898-C07	AG-325-L05_00742	AG-325-L05_NODE_8	8234	8851	-	618	1	619	517.00118	83.522	0.16478	1
AG-325-L05	AG-898-C07	AG-325-L05_00747	AG-325-L05_NODE_8	13372	14751	-	1380	1	1386	1103.00652	79.582	0.20418	1
AG-325-L05	AG-898-C07	AG-325-L05_00751	AG-325-L05_NODE_8	18055	19557	+	1503	1	1506	1251.99804	83.134	0.16866	1
AG-325-L05	AG-898-C07	AG-325-L05_00752	AG-325-L05_NODE_8	19557	20453	+	897	1	898	744.00198	82.851	0.17149	1
AG-325-L05	AG-898-C07	AG-325-L05_00759	AG-325-L05_NODE_8	25322	26938	-	1617	1	1620	1297.9926	80.123	0.19877	1
AG-325-L05	AG-898-C07	AG-325-L05_00763	AG-325-L05_NODE_8	29490	30950	+	1461	1	1469	1156.00017	78.693	0.21307	1
AG-325-L05	AG-898-C07	AG-325-L05_00764	AG-325-L05_NODE_8	30950	31522	+	573	1	568	448.99832	79.049	0.20951	1
AG-325-L05	AG-898-C07	AG-325-L05_00766	AG-325-L05_NODE_8	32507	33298	+	792	1	799	607.99905	76.095	0.23905	1
AG-325-L05	AG-898-C07	AG-325-L05_00778	AG-325-L05_NODE_8	44276	44950	-	675	1	620	474.0024	76.452	0.23548	1
AG-325-L05	AG-898-C07	AG-325-L05_00801	AG-325-L05_NODE_9	15050	15325	+	276	1	276	235.0002	85.145	0.14855	1
AG-325-L05	AG-898-C07	AG-325-L05_00802	AG-325-L05_NODE_9	15469	16770	+	1302	1	1315	1033.99765	78.631	0.21369	1
AG-325-L05	AG-898-C07	AG-325-L05_00823	AG-325-L05_NODE_9	31461	31931	+	471	1	471	416.99985	88.535	0.11465	1
AG-325-L05	AG-898-C07	AG-325-L05_00824	AG-325-L05_NODE_9	31931	33790	+	1860	1	1864	1576.99992	84.603	0.15397	1
AG-325-L05	AG-898-C07	AG-325-L05_00836	AG-325-L05_NODE_10	2078	3037	+	960	1	953	792.00018	83.106	0.16894	1
AG-325-L05	AG-898-C07	AG-325-L05_00837	AG-325-L05_NODE_10	3058	4491	+	1434	1	1424	1138.00384	79.916	0.20084	1
AG-325-L05	AG-898-C07	AG-325-L05_00861	AG-325-L05_NODE_10	27437	27643	-	207	1	207	197.99964	95.652	0.04348	1
AG-325-L05	AG-898-C07	AG-325-L05_00864	AG-325-L05_NODE_10	29288	29779	-	492	1	390	297.0006	76.154	0.23846	1
AG-325-L05	AG-898-C07	AG-325-L05_00868	AG-325-L05_NODE_10	30755	32113	-	1359	1	1365	1141.99995	83.663	0.16337	1
AG-325-L05	AG-898-C07	AG-325-L05_00869	AG-325-L05_NODE_10	32106	32834	-	729	1	729	618.00246	84.774	0.15226	1
AG-325-L05	AG-898-C07	AG-325-L05_00872	AG-325-L05_NODE_10	33932	34306	+	375	1	365	310.0018	84.932	0.15068	1
AG-325-L05	AG-898-C07	AG-325-L05_00873	AG-325-L05_NODE_10	34312	35082	+	771	1	738	612.99756	83.062	0.16938	1
AG-325-L05	AG-898-C07	AG-325-L05_00914	AG-325-L05_NODE_11	25806	26495	+	690	1	627	502.00128	80.064	0.19936	1
AG-325-L05	AG-898-C07	AG-325-L05_00917	AG-325-L05_NODE_11	27441	31529	+	4089	1	4102	3356.99476	81.838	0.18162	1
AG-325-L05	AG-898-C07	AG-325-L05_00918	AG-325-L05_NODE_11	31532	35695	+	4164	1	4123	3387.99279	82.173	0.17827	1
AG-325-L05	AG-898-C07	AG-325-L05_00919	AG-325-L05_NODE_11	35860	36231	+	372	1	373	322.99935	86.595	0.13405	1
AG-325-L05	AG-898-C07	AG-325-L05_00920	AG-325-L05_NODE_11	36234	36704	+	471	1	471	406.002	86.2	0.138	1
AG-325-L05	AG-898-C07	AG-325-L05_00933	AG-325-L05_NODE_12	11464	13335	-	1872	1	1885	1479.0087	78.462	0.21538	1
AG-325-L05	AG-898-C07	AG-325-L05_00934	AG-325-L05_NODE_12	13452	14783	-	1332	1	1309	1014.00376	77.464	0.22536	1
AG-325-L05	AG-898-C07	AG-325-L05_00935	AG-325-L05_NODE_12	14826	16094	-	1269	1	1270	1056.9956	83.228	0.16772	1
AG-325-L05	AG-898-C07	AG-325-L05_00943	AG-325-L05_NODE_12	21671	22333	+	663	1	525	409.99875	78.095	0.21905	1
AG-325-L05	AG-898-C07	AG-325-L05_00965	AG-325-L05_NODE_13	3670	4215	+	546	1	547	452.99805	82.815	0.17185	1
AG-325-L05	AG-898-C07	AG-325-L05_00967	AG-325-L05_NODE_13	4486	4833	+	348	1	346	293.99966	84.971	0.15029	1
AG-325-L05	AG-898-C07	AG-325-L05_00969	AG-325-L05_NODE_13	5056	5934	+	879	1	825	694.9965	84.242	0.15758	1
AG-325-L05	AG-898-C07	AG-325-L05_00970	AG-325-L05_NODE_13	5931	8339	+	2409	1	2423	1898.00859	78.333	0.21667	1
AG-325-L05	AG-898-C07	AG-325-L05_00971	AG-325-L05_NODE_13	8348	10156	+	1809	1	1815	1469.00655	80.937	0.19063	1
AG-325-L05	AG-898-C07	AG-325-L05_00980	AG-325-L05_NODE_13	16101	16892	+	792	1	793	644.00323	81.211	0.18789	1
AG-325-L05	AG-898-C07	AG-325-L05_00984	AG-325-L05_NODE_13	21255	22229	-	975	1	977	802.9963	82.19	0.1781	1
AG-325-L05	AG-898-C07	AG-325-L05_00985	AG-325-L05_NODE_13	22219	22746	-	528	1	525	430.99875	82.095	0.17905	1
AG-325-L05	AG-898-C07	AG-325-L05_00991	AG-325-L05_NODE_13	27157	28089	+	933	1	928	685.0032	73.815	0.26185	1
AG-325-L05	AG-898-C07	AG-325-L05_01007	AG-325-L05_NODE_14	5850	6524	+	675	1	665	548.9974	82.556	0.17444	1
AG-325-L05	AG-898-C07	AG-325-L05_01008	AG-325-L05_NODE_14	6581	7522	+	942	1	945	687.9978	72.804	0.27196	1
AG-325-L05	AG-898-C07	AG-325-L05_01010	AG-325-L05_NODE_14	8472	9554	-	1083	1	1090	863.9994	79.266	0.20734	1
AG-325-L05	AG-898-C07	AG-325-L05_01011	AG-325-L05_NODE_14	9554	10108	-	555	1	556	447.00176	80.396	0.19604	1
AG-325-L05	AG-898-C07	AG-325-L05_01016	AG-325-L05_NODE_14	12718	13587	-	870	1	767	602.00296	78.488	0.21512	1
AG-325-L05	AG-898-C07	AG-325-L05_01035	AG-325-L05_NODE_15	2324	3004	+	681	1	677	571.00211	84.343	0.15657	1
AG-325-L05	AG-898-C07	AG-325-L05_01042	AG-325-L05_NODE_15	5010	5315	+	306	1	286	238.00062	83.217	0.16783	1
AG-325-L05	AG-898-C07	AG-325-L05_01043	AG-325-L05_NODE_15	5327	5725	+	399	1	400	320.0	80.0	0.2	1
AG-325-L05	AG-898-C07	AG-325-L05_01045	AG-325-L05_NODE_15	6264	6620	+	357	1	362	288.99908	79.834	0.20166	1
AG-325-L05	AG-898-C07	AG-325-L05_01048	AG-325-L05_NODE_15	7601	8881	+	1281	1	1279	1049.99505	82.095	0.17905	1
AG-325-L05	AG-898-C07	AG-325-L05_01058	AG-325-L05_NODE_15	15641	16456	+	816	1	818	642.99708	78.606	0.21394	1
AG-325-L05	AG-898-C07	AG-325-L05_01062	AG-325-L05_NODE_15	18360	20942	-	2583	1	2595	2057.9907	79.306	0.20694	1
AG-325-L05	AG-898-C07	AG-325-L05_01065	AG-325-L05_NODE_15	22845	23786	-	942	1	938	788.00442	84.009	0.15991	1
AG-325-L05	AG-898-C07	AG-325-L05_01084	AG-325-L05_NODE_16	13010	14032	-	1023	1	986	735.9997	74.645	0.25355	1
AG-325-L05	AG-898-C07	AG-325-L05_01086	AG-325-L05_NODE_16	14505	14963	-	459	1	448	373.00032	83.259	0.16741	1
AG-325-L05	AG-898-C07	AG-325-L05_01089	AG-325-L05_NODE_17	1523	3076	+	1554	1	1558	1282.99742	82.349	0.17651	1
AG-325-L05	AG-898-C07	AG-325-L05_01090	AG-325-L05_NODE_17	3087	5306	+	2220	1	2230	1792.0057	80.359	0.19641	1
AG-325-L05	AG-898-C07	AG-325-L05_01091	AG-325-L05_NODE_17	5306	5674	+	369	1	369	319.0005	86.45	0.1355	1
AG-325-L05	AG-898-C07	AG-325-L05_01107	AG-325-L05_NODE_19	461	2386	+	1926	1	1930	1633.9959	84.663	0.15337	1
AG-325-L05	AG-898-C07	AG-325-L05_01108	AG-325-L05_NODE_19	2416	3546	+	1131	1	1143	928.99611	81.277	0.18723	1
AG-325-L05	AG-898-C07	AG-325-L05_01126	AG-325-L05_NODE_23	430	1683	-	1254	1	1249	1054.00612	84.388	0.15612	1
AG-333-A04	AG-911-D18	AG-333-A04_00005	AG-333-A04_NODE_1	5625	6218	-	594	1	597	493.0026	82.58	0.1742	1
AG-333-A04	AG-911-D18	AG-333-A04_00007	AG-333-A04_NODE_1	6581	7780	+	1200	1	1194	986.99622	82.663	0.17337	1
AG-333-A04	AG-911-D18	AG-333-A04_00009	AG-333-A04_NODE_1	9231	10190	-	960	1	961	806.00031	83.871	0.16129	1
AG-333-A04	AG-911-D18	AG-333-A04_00029	AG-333-A04_NODE_1	31554	32408	-	855	1	856	711.00216	83.061	0.16939	1
AG-333-A04	AG-911-D18	AG-333-A04_00030	AG-333-A04_NODE_1	32410	33675	-	1266	1	1269	1028.99403	81.087	0.18913	1
AG-333-A04	AG-911-D18	AG-333-A04_00031	AG-333-A04_NODE_1	33744	34862	-	1119	1	1120	952.9968	85.089	0.14911	1
AG-333-A04	AG-911-D18	AG-333-A04_00032	AG-333-A04_NODE_1	34982	36067	-	1086	1	1080	907.9992	84.074	0.15926	1
AG-333-A04	AG-911-D18	AG-333-A04_00061	AG-333-A04_NODE_1	62719	63888	+	1170	1	1114	875.00244	78.546	0.21454	1
AG-333-A04	AG-911-D18	AG-333-A04_00065	AG-333-A04_NODE_1	66953	68434	+	1482	1	1484	1237.99732	83.423	0.16577	1
AG-333-A04	AG-911-D18	AG-333-A04_00067	AG-333-A04_NODE_1	69372	70562	+	1191	1	1102	908.99572	82.486	0.17514	1
AG-333-A04	AG-911-D18	AG-333-A04_00069	AG-333-A04_NODE_1	71838	73208	-	1371	1	1372	1138.0054	82.945	0.17055	1
AG-333-A04	AG-911-D18	AG-333-A04_00072	AG-333-A04_NODE_1	74924	75712	-	789	1	778	656.00182	84.319	0.15681	1
AG-333-A04	AG-911-D18	AG-333-A04_00073	AG-333-A04_NODE_1	75718	76485	-	768	1	770	619.9963	80.519	0.19481	1
AG-333-A04	AG-911-D18	AG-333-A04_00077	AG-333-A04_NODE_1	78486	79271	-	786	1	787	667.99773	84.879	0.15121	1
AG-333-A04	AG-911-D18	AG-333-A04_00078	AG-333-A04_NODE_1	79271	80011	-	741	1	742	635.0036	85.58	0.1442	1
AG-333-A04	AG-911-D18	AG-333-A04_00079	AG-333-A04_NODE_1	80008	81057	-	1050	1	1049	918.99743	87.607	0.12393	1
AG-333-A04	AG-911-D18	AG-333-A04_00080	AG-333-A04_NODE_1	81057	81950	-	894	1	893	790.00138	88.466	0.11534	1
AG-333-A04	AG-911-D18	AG-333-A04_00081	AG-333-A04_NODE_1	82013	83251	-	1239	1	1239	1130.99637	91.283	0.08717	1
AG-333-A04	AG-911-D18	AG-333-A04_00085	AG-333-A04_NODE_1	84624	85862	-	1239	1	1040	851.0008	81.827	0.18173	1
AG-333-A04	AG-911-D18	AG-333-A04_00090	AG-333-A04_NODE_1	88793	89743	-	951	1	953	787.99758	82.686	0.17314	1
AG-333-A04	AG-911-D18	AG-333-A04_00092	AG-333-A04_NODE_1	90639	91880	-	1242	1	1249	1036.99474	83.026	0.16974	1
AG-333-A04	AG-911-D18	AG-333-A04_00094	AG-333-A04_NODE_1	93050	94954	-	1905	1	1886	1512.0062	80.17	0.1983	1
AG-333-A04	AG-911-D18	AG-333-A04_00098	AG-333-A04_NODE_1	97354	98925	-	1572	1	1574	1344.00712	85.388	0.14612	1
AG-333-A04	AG-911-D18	AG-333-A04_00103	AG-333-A04_NODE_1	104323	105339	-	1017	1	1018	875.00154	85.953	0.14047	1
AG-333-A04	AG-911-D18	AG-333-A04_00105	AG-333-A04_NODE_1	105918	107684	-	1767	1	1768	1481.00056	83.767	0.16233	1
AG-333-A04	AG-911-D18	AG-333-A04_00106	AG-333-A04_NODE_1	107737	108645	-	909	1	915	718.0005	78.47	0.2153	1
AG-333-A04	AG-911-D18	AG-333-A04_00109	AG-333-A04_NODE_1	110258	111130	-	873	1	875	738.99875	84.457	0.15543	1
AG-333-A04	AG-911-D18	AG-333-A04_00111	AG-333-A04_NODE_1	112284	113108	+	825	1	827	710.99671	85.973	0.14027	1
AG-333-A04	AG-911-D18	AG-333-A04_00112	AG-333-A04_NODE_1	113089	114036	-	948	1	923	785.99911	85.157	0.14843	1
AG-333-A04	AG-911-D18	AG-333-A04_00120	AG-333-A04_NODE_1	117893	120553	-	2661	1	2657	2191.99843	82.499	0.17501	1
AG-333-A04	AG-911-D18	AG-333-A04_00122	AG-333-A04_NODE_1	122619	123524	-	906	1	868	721.0042	83.065	0.16935	1
AG-333-A04	AG-911-D18	AG-333-A04_00123	AG-333-A04_NODE_1	123490	124296	-	807	1	808	684.99816	84.777	0.15223	1
AG-333-A04	AG-911-D18	AG-333-A04_00124	AG-333-A04_NODE_1	124411	125424	+	1014	1	1024	830.99648	81.152	0.18848	1
AG-333-A04	AG-911-D18	AG-333-A04_00126	AG-333-A04_NODE_1	126081	127163	+	1083	1	1084	896.99916	82.749	0.17251	1
AG-333-A04	AG-911-D18	AG-333-A04_00131	AG-333-A04_NODE_1	131140	131868	+	729	1	731	598.00186	81.806	0.18194	1
AG-333-A04	AG-911-D18	AG-333-A04_00136	AG-333-A04_NODE_1	134666	135559	+	894	1	865	731.00285	84.509	0.15491	1
AG-333-A04	AG-911-D18	AG-333-A04_00137	AG-333-A04_NODE_1	135556	136848	-	1293	1	1295	1054.99765	81.467	0.18533	1
AG-333-A04	AG-911-D18	AG-333-A04_00138	AG-333-A04_NODE_1	136848	137660	-	813	1	811	617.99822	76.202	0.23798	1
AG-333-A04	AG-911-D18	AG-333-A04_00140	AG-333-A04_NODE_1	139012	140064	-	1053	1	1059	802.99734	75.826	0.24174	1
AG-333-A04	AG-911-D18	AG-333-A04_00141	AG-333-A04_NODE_1	140071	141978	-	1908	1	1373	1142.00648	83.176	0.16824	1
AG-333-A04	AG-911-D18	AG-333-A04_00145	AG-333-A04_NODE_1	144765	146105	-	1341	1	1347	1100.00061	81.663	0.18337	1
AG-333-A04	AG-911-D18	AG-333-A04_00146	AG-333-A04_NODE_1	146117	146980	-	864	1	786	644.00124	81.934	0.18066	1
AG-333-A04	AG-911-D18	AG-333-A04_00155	AG-333-A04_NODE_1	151519	153477	+	1959	1	1961	1633.00314	83.274	0.16726	1
AG-333-A04	AG-911-D18	AG-333-A04_00156	AG-333-A04_NODE_1	153479	154486	+	1008	1	1016	823.00064	81.004	0.18996	1
AG-333-A04	AG-911-D18	AG-333-A04_00223	AG-333-A04_NODE_2	47222	48325	-	1104	1	1094	934.99804	85.466	0.14534	1
AG-333-A04	AG-911-D18	AG-333-A04_00226	AG-333-A04_NODE_2	49576	50124	-	549	1	550	464.9975	84.545	0.15455	1
AG-333-A04	AG-911-D18	AG-333-A04_00227	AG-333-A04_NODE_2	50143	51321	-	1179	1	1180	973.9956	82.542	0.17458	1
AG-333-A04	AG-911-D18	AG-333-A04_00228	AG-333-A04_NODE_2	51321	52085	-	765	1	769	615.00006	79.974	0.20026	1
AG-333-A04	AG-911-D18	AG-333-A04_00229	AG-333-A04_NODE_2	52078	53316	-	1239	1	1247	1033.99993	82.919	0.17081	1
AG-333-A04	AG-911-D18	AG-333-A04_00230	AG-333-A04_NODE_2	53323	56193	-	2871	1	2874	2439.99726	84.899	0.15101	1
AG-333-A04	AG-911-D18	AG-333-A04_00232	AG-333-A04_NODE_2	56573	57676	-	1104	1	1109	891.00387	80.343	0.19657	1
AG-333-A04	AG-911-D18	AG-333-A04_00235	AG-333-A04_NODE_2	59676	60353	-	678	1	650	503.0025	77.385	0.22615	1
AG-333-A04	AG-911-D18	AG-333-A04_00236	AG-333-A04_NODE_2	60381	61160	+	780	1	773	625.00142	80.854	0.19146	1
AG-333-A04	AG-911-D18	AG-333-A04_00247	AG-333-A04_NODE_2	69070	70632	-	1563	1	1571	1298.99706	82.686	0.17314	1
AG-333-A04	AG-911-D18	AG-333-A04_00254	AG-333-A04_NODE_2	75235	76449	+	1215	1	1218	1031.99922	84.729	0.15271	1
AG-333-A04	AG-911-D18	AG-333-A04_00255	AG-333-A04_NODE_2	76441	79107	-	2667	1	2668	2229.99444	83.583	0.16417	1
AG-333-A04	AG-911-D18	AG-333-A04_00256	AG-333-A04_NODE_2	79201	80352	-	1152	1	1156	1037.00136	89.706	0.10294	1
AG-333-A04	AG-911-D18	AG-333-A04_00258	AG-333-A04_NODE_2	81755	82681	-	927	1	891	714.00285	80.135	0.19865	1
AG-333-A04	AG-911-D18	AG-333-A04_00261	AG-333-A04_NODE_2	83735	84130	+	396	1	396	365.00112	92.172	0.07828	1
AG-333-A04	AG-911-D18	AG-333-A04_00262	AG-333-A04_NODE_2	84108	85385	+	1278	1	1278	1144.0017	89.515	0.10485	1
AG-333-A04	AG-911-D18	AG-333-A04_00278	AG-333-A04_NODE_2	100991	102148	-	1158	1	507	398.00007	78.501	0.21499	1
AG-333-A04	AG-911-D18	AG-333-A04_00282	AG-333-A04_NODE_2	105855	106370	+	516	1	512	429.99808	83.984	0.16016	1
AG-333-A04	AG-911-D18	AG-333-A04_00284	AG-333-A04_NODE_2	107209	108225	-	1017	1	1023	856.99779	83.773	0.16227	1
AG-333-A04	AG-911-D18	AG-333-A04_00286	AG-333-A04_NODE_2	108608	109609	-	1002	1	1003	820.99562	81.854	0.18146	1
AG-333-A04	AG-911-D18	AG-333-A04_00287	AG-333-A04_NODE_2	109712	110485	-	774	1	774	688.00086	88.889	0.11111	1
AG-333-A04	AG-911-D18	AG-333-A04_00288	AG-333-A04_NODE_2	110692	112593	+	1902	1	1905	1603.99095	84.199	0.15801	1
AG-333-A04	AG-911-D18	AG-333-A04_00290	AG-333-A04_NODE_2	112911	114218	-	1308	1	1308	1113.00336	85.092	0.14908	1
AG-333-A04	AG-911-D18	AG-333-A04_00291	AG-333-A04_NODE_2	114262	115152	+	891	1	891	686.99664	77.104	0.22896	1
AG-333-A04	AG-911-D18	AG-333-A04_00295	AG-333-A04_NODE_2	118062	118895	+	834	1	854	666.00044	77.986	0.22014	1
AG-333-A04	AG-911-D18	AG-333-A04_00303	AG-333-A04_NODE_3	4474	5916	+	1443	1	1445	1204.0029	83.322	0.16678	1
AG-333-A04	AG-911-D18	AG-333-A04_00311	AG-333-A04_NODE_3	10459	11865	-	1407	1	1218	1022.9982	83.99	0.1601	1
AG-333-A04	AG-911-D18	AG-333-A04_00372	AG-333-A04_NODE_3	65743	66882	-	1140	1	1148	914.00316	79.617	0.20383	1
AG-333-A04	AG-911-D18	AG-333-A04_00373	AG-333-A04_NODE_3	66973	68247	-	1275	1	1275	1084.9995	85.098	0.14902	1
AG-333-A04	AG-911-D18	AG-333-A04_00374	AG-333-A04_NODE_3	68299	68460	-	162	1	162	145.99926	90.123	0.09877	1
AG-333-A04	AG-911-D18	AG-333-A04_00375	AG-333-A04_NODE_3	68576	70270	+	1695	1	67	61.00015	91.045	0.08955	1
AG-333-A04	AG-911-D18	AG-333-A04_00387	AG-333-A04_NODE_3	78476	78751	+	276	1	276	247.9998	89.855	0.10145	1
AG-333-A04	AG-911-D18	AG-333-A04_00388	AG-333-A04_NODE_3	78896	80197	+	1302	1	1303	1131.004	86.8	0.132	1
AG-333-A04	AG-911-D18	AG-333-A04_00398	AG-333-A04_NODE_3	86186	86380	-	195	1	171	147.00015	85.965	0.14035	1
AG-333-A04	AG-911-D18	AG-333-A04_00402	AG-333-A04_NODE_3	90116	91279	+	1164	1	1122	851.00334	75.847	0.24153	1
AG-333-A04	AG-911-D18	AG-333-A04_00407	AG-333-A04_NODE_3	93881	94351	+	471	1	472	403.99896	85.593	0.14407	1
AG-333-A04	AG-911-D18	AG-333-A04_00408	AG-333-A04_NODE_3	94351	96210	+	1860	1	1860	1620.0042	87.097	0.12903	1
AG-333-A04	AG-911-D18	AG-333-A04_00415	AG-333-A04_NODE_3	100560	102335	+	1776	1	1778	1552.9941	87.345	0.12655	1
AG-333-A04	AG-911-D18	AG-333-A04_00418	AG-333-A04_NODE_3	102864	104696	+	1833	1	1816	1472.99392	81.112	0.18888	1
AG-333-A04	AG-911-D18	AG-333-A04_00421	AG-333-A04_NODE_3	107181	107981	-	801	2	488	416.99908	85.450631	0.14549369	1
AG-333-A04	AG-911-D18	AG-333-A04_00424	AG-333-A04_NODE_3	109317	110912	-	1596	1	757	551.99683	72.919	0.27081	1
AG-333-A04	AG-911-D18	AG-333-A04_00430	AG-333-A04_NODE_3	116657	117307	+	651	1	650	577.9995	88.923	0.11077	1
AG-333-A04	AG-911-D18	AG-333-A04_00438	AG-333-A04_NODE_4	1068	1787	+	720	1	721	620.00232	85.992	0.14008	1
AG-333-A04	AG-911-D18	AG-333-A04_00444	AG-333-A04_NODE_4	4663	5850	-	1188	1	1190	985.9983	82.857	0.17143	1
AG-333-A04	AG-911-D18	AG-333-A04_00446	AG-333-A04_NODE_4	6355	7389	-	1035	1	1039	864.00123	83.157	0.16843	1
AG-333-A04	AG-911-D18	AG-333-A04_00447	AG-333-A04_NODE_4	7469	8230	+	762	1	757	637.00036	84.148	0.15852	1
AG-333-A04	AG-911-D18	AG-333-A04_00451	AG-333-A04_NODE_4	9707	10414	+	708	1	709	592.00082	83.498	0.16502	1
AG-333-A04	AG-911-D18	AG-333-A04_00454	AG-333-A04_NODE_4	11070	12950	+	1881	1	1775	1431.999	80.676	0.19324	1
AG-333-A04	AG-911-D18	AG-333-A04_00457	AG-333-A04_NODE_4	13828	14340	+	513	1	417	352.99884	84.652	0.15348	1
AG-333-A04	AG-911-D18	AG-333-A04_00459	AG-333-A04_NODE_4	15508	16659	+	1152	1	1154	964.99788	83.622	0.16378	1
AG-333-A04	AG-911-D18	AG-333-A04_00460	AG-333-A04_NODE_4	16764	17930	+	1167	1	1115	887.0048	79.552	0.20448	1
AG-333-A04	AG-911-D18	AG-333-A04_00461	AG-333-A04_NODE_4	17969	19342	+	1374	1	1374	1040.99736	75.764	0.24236	1
